Statistical profiling result from isolate-0x5d60860-16400-v8.log, (8741 ticks, 7 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.1%  LazyCompile: *isLineBreak /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:10410:25
      2    0.0%    0.1%  LazyCompile: *isGenericMappedType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:58694:37
      2    0.0%    0.1%  LazyCompile: *isExpression /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:13858:26
      2    0.0%    0.1%  LazyCompile: *isArrayOrTupleType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:67407:36
      2    0.0%    0.1%  LazyCompile: *invokeOnce /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:68682:32
      2    0.0%    0.1%  LazyCompile: *instantiateSignature /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:63349:38
      2    0.0%    0.1%  LazyCompile: *inferFromProperties /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:69029:41
      2    0.0%    0.1%  LazyCompile: *hasSkipDirectInferenceFlag /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:68316:44
      2    0.0%    0.1%  LazyCompile: *getUnmatchedProperty /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:68295:38
      2    0.0%    0.1%  LazyCompile: *getTypeOfParameter /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:77464:36
      2    0.0%    0.1%  LazyCompile: *getSymbolOfNameOrPropertyAccessExpression /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:86258:59
      2    0.0%    0.1%  LazyCompile: *getSymbol /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:49358:27
      2    0.0%    0.1%  LazyCompile: *getSignaturesOfType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:59440:37
      2    0.0%    0.1%  LazyCompile: *getPropertiesOfObjectType /home/jorgem/software/backendCourse/16. Log/node_modules/typescript/lib/typescript.js:58726:43
